property_id,city,neighborhood,property_type,bedrooms,bathrooms,living_area_sqft,lot_size_sqft,year_built,garage,basement,sale_year,sale_price
2516,11,52,3,4,4,1633,5467.0,1983,1,1,2024,692000
2517,18,30,3,2,2,1314,7191.0,1964,1,1,2024,580000
2518,17,63,3,4,2,1524,6114.0,1993,1,1,2024,420000
2520,17,34,1,2,1,780,6257.154658221167,1959,0,0,2023,236000
2521,11,52,1,2,1,713,6257.154658221167,2013,1,0,2022,418000
2522,17,65,1,2,1,588,6257.154658221167,1948,0,0,2023,225000
2523,26,11,3,4,2,1324,8738.0,1961,1,1,2022,456000
2524,27,26,1,2,2,583,6257.154658221167,2016,1,0,2025,507000
2525,25,58,3,2,1,1527,7238.0,1985,1,1,2023,173000
2526,23,23,3,4,2,1741,4614.0,2018,0,1,2021,368000
2527,17,63,1,3,2,855,6257.154658221167,2022,0,0,2024,340000
2530,17,59,3,3,3,1268,6608.0,1912,1,1,2023,406000
2531,21,14,3,4,3,1808,3388.0,2019,0,1,2025,394000
2532,23,11,2,4,3,1689,6288.0,2017,0,1,2024,461000
2533,9,22,2,4,3,1970,5141.0,1955,1,1,2024,625000
2534,15,27,3,5,3,1221,3677.0,2019,1,1,2023,480000
2535,28,10,3,4,2,1721,3786.0,2011,1,1,2025,377000
2536,28,11,4,3,1,1175,2573.0,1990,1,0,2024,270000
2537,23,11,3,4,3,1028,3422.0,1955,1,1,2024,298000
2538,18,30,3,4,2,1608,9241.0,2022,1,1,2023,616000
2539,17,53,1,1,1,685,6257.154658221167,1992,1,0,2025,336000
2540,11,16,1,2,2,900,6257.154658221167,1959,0,0,2025,561000
2541,10,11,3,3,4,946,7502.0,2014,1,1,2021,384000
2544,11,15,1,2,1,617,6257.154658221167,1957,1,0,2025,395000
2545,15,39,3,3,4,1105,3525.0,1964,0,1,2024,424000
2547,26,44,3,3,3,1809,4377.0,2013,1,1,2025,516000
2548,11,17,4,2,2,1051,1952.0,2017,1,1,2025,469000
2549,15,0,1,1,2,682,6257.154658221167,1920,0,0,2023,353000
2550,11,17,2,5,3,1858,6410.0,2005,0,1,2023,718000
2551,14,54,4,4,2,983,2239.0,2023,0,1,2024,395000
2552,16,71,1,2,2,692,6257.154658221167,1996,0,0,2024,528000
2553,28,62,4,3,2,956,3998.0,1975,1,0,2025,248000
2554,8,11,3,5,3,1458,7289.0,1967,1,1,2025,431000
2556,28,10,4,3,2,1038,3356.0,1980,1,1,2025,263000
2557,18,42,4,3,1,1108,2975.0,2011,1,1,2021,332000
2558,15,39,1,3,2,654,6257.154658221167,2017,1,0,2022,333000
2559,21,24,4,3,2,1106,3049.0,1997,1,1,2023,191000
2560,11,17,3,2,4,1647,8139.0,1978,1,1,2021,562000
2561,6,11,4,3,2,982,2452.0,1963,0,1,2023,232000
2562,11,16,4,3,2,917,3008.0,1981,1,1,2021,301000
2563,26,18,3,6,2,2023,8818.0,1995,0,1,2025,509000
2564,11,16,3,6,4,1713,4469.0,1970,0,1,2024,623000
2565,27,28,4,3,2,882,2103.0,2021,1,1,2022,404000
2566,11,70,1,2,1,505,6257.154658221167,1995,0,0,2024,326000
2567,8,48,3,5,3,1229,9045.0,1963,0,1,2023,304000
2568,6,11,1,2,1,694,6257.154658221167,1974,1,0,2025,359000
2569,23,23,4,3,2,1311,3442.0,2017,1,1,2023,283000
2571,15,37,3,4,4,1893,8695.0,1940,0,1,2025,624000
2572,8,48,1,2,1,785,6257.154658221167,2002,0,0,2025,384000
2573,17,32,2,5,3,1546,4547.0,1961,1,1,2024,471000
2574,17,59,1,2,1,790,6257.154658221167,1997,1,0,2021,320000
2575,1,3,3,3,3,1835,9522.0,1975,1,1,2021,207000
2576,5,9,1,2,2,802,6257.154658221167,2020,0,0,2025,452000
2578,6,11,2,5,3,1786,4061.0,2019,1,1,2022,356000
2580,14,47,1,2,2,668,6257.154658221167,1979,1,0,2023,287000
2581,24,5,0,2,1,1172,6324.0,2009,1,1,2023,393000
2582,7,71,1,2,1,981,6257.154658221167,2016,1,0,2021,441000
2583,9,19,4,3,2,1390,3015.0,2016,1,0,2022,325000
2584,26,18,3,5,3,2064,3293.0,2003,0,0,2025,399000
2585,27,28,1,2,1,928,6257.154658221167,2003,0,0,2023,540000
2586,26,33,4,2,1,1052,3493.0,2013,1,0,2022,264000
2587,8,11,3,2,3,1510,6949.0,1988,1,1,2021,294000
2588,17,32,3,4,2,1511,8158.0,1985,1,1,2024,442000
2590,9,19,4,3,2,1080,3454.0,2019,0,1,2022,395000
2591,2,6,0,3,2,1277,6040.0,1977,1,1,2025,557000
2592,15,68,3,4,2,1876,6286.0,2006,1,1,2021,608000
2593,12,49,3,4,3,1772,6970.0,1965,1,1,2022,731000
2594,10,11,1,3,2,686,6257.154658221167,2002,1,0,2024,460000
2595,4,60,4,3,1,1112,1736.0,2002,1,1,2021,383000
2596,27,28,1,2,2,729,6257.154658221167,1998,0,0,2023,474000
2597,27,26,3,5,2,1352,5577.0,2022,1,1,2024,604000
2599,15,50,1,2,1,606,6257.154658221167,1920,0,0,2025,241000
2600,15,0,3,5,2,1769,6626.0,2020,0,1,2024,608000
2602,12,31,3,4,2,1623,6758.0,1980,1,1,2024,714000
2603,24,11,3,5,2,1339,6142.0,1997,1,1,2023,305000
2604,9,2,3,4,1,1564,6191.0,1987,1,0,2024,509000
2605,23,11,5,5,4,1929,5896.0,1968,1,0,2024,534000
2607,17,65,3,5,2,1431,4672.0,1948,1,1,2025,491000
2608,21,24,1,2,1,596,6257.154658221167,2013,1,0,2023,214000
2609,15,0,3,3,2,1185,4670.0,1981,0,1,2025,559000
2611,21,14,3,5,2,1792,5024.0,1989,1,1,2023,335000
2613,21,25,1,2,1,655,6257.154658221167,1968,0,0,2025,245000
2614,15,40,3,5,2,1511,3874.0,1934,0,1,2024,554000
2615,15,27,1,2,2,947,6257.154658221167,1958,1,0,2021,333000
2616,28,11,3,5,2,2009,5941.0,2015,1,1,2022,387000
2617,27,61,4,3,2,1054,3590.0,1969,1,1,2024,318000
2619,9,22,1,2,1,974,6257.154658221167,2007,0,0,2024,535000
2620,11,41,2,5,3,1518,6892.0,1968,1,1,2024,522000
2621,19,43,4,3,2,1149,4292.0,1992,1,1,2021,168000
2622,27,61,3,3,2,1150,4931.0,2017,1,1,2022,586000
2624,11,41,1,3,2,834,6257.154658221167,2019,0,0,2022,454000
2625,14,47,3,4,2,1103,7871.0,1975,1,1,2024,413000
2626,24,11,1,2,2,776,6257.154658221167,1971,1,0,2024,393000
2627,28,11,3,3,3,1221,4185.0,1978,1,1,2024,293000
2628,15,21,2,3,3,2059,3792.0,1970,0,1,2025,719000
2629,15,38,3,6,2,1608,7006.0,2012,1,0,2024,623000
2632,13,13,4,3,2,1265,3410.0,1965,1,1,2024,344000
2633,2,6,5,5,4,2236,4880.0,2006,0,1,2021,541000
2634,6,11,4,4,2,973,2233.0,1993,0,1,2025,299000
2635,23,23,1,2,1,914,6257.154658221167,2020,1,0,2024,310000
2636,15,39,4,3,1,1170,2475.0,2011,1,1,2025,519000
2637,11,70,3,5,3,1439,5911.0,1977,0,0,2025,693000
2638,1,3,4,3,1,1187,3119.0,1995,0,1,2021,126000
2639,12,49,4,3,2,1070,3937.0,1961,0,1,2021,371000
2640,21,14,4,4,2,1139,3396.0,1962,0,0,2025,257000
2642,11,17,3,3,2,1275,5833.0,1967,1,1,2025,754000
2643,15,21,3,3,3,1790,6821.0,1952,0,1,2025,649000
2645,12,20,3,2,2,1607,7595.0,2006,1,1,2024,635000
2647,18,42,4,3,2,1110,2356.0,2018,1,1,2025,511000
2648,22,11,2,5,4,1561,4852.0,1988,0,1,2024,588000
2649,24,11,1,2,2,956,6257.154658221167,1980,0,0,2021,230000
2650,15,36,4,2,2,1059,2632.0,2006,0,1,2024,376000
2651,11,16,1,2,1,696,6257.154658221167,1986,0,0,2023,465000
2654,17,4,1,2,1,589,6257.154658221167,1955,0,0,2025,287000
2655,24,5,1,2,2,728,6257.154658221167,2013,0,0,2025,336000
2656,17,4,1,2,1,562,6257.154658221167,1976,0,0,2023,253000
2657,12,31,1,2,1,617,6257.154658221167,2011,1,0,2025,559000
2658,4,56,1,2,1,702,6257.154658221167,1982,0,0,2024,447000
2659,14,47,1,1,1,862,6257.154658221167,1979,0,0,2023,303000
2662,15,21,4,3,1,1026,3421.0,1947,1,1,2022,326000
2663,15,40,4,3,3,1182,3133.0,2020,1,1,2024,452000
2664,28,10,4,2,2,898,3876.0,1966,1,1,2022,193000
2666,15,69,3,3,2,1245,5189.0,1994,1,1,2021,407000
2668,26,44,4,2,3,1081,3680.0,1975,1,1,2024,401000
2670,15,36,3,4,3,1374,4120.0,2013,1,0,2024,560000
2671,27,61,4,3,2,867,2086.0,1959,0,1,2023,352000
2672,11,17,4,3,1,1084,3663.0,1997,1,0,2023,319000
2673,15,36,3,4,2,1281,6599.0,2017,0,1,2024,585000
2675,24,11,3,3,2,1784,8919.0,1964,1,1,2022,413000
2677,28,11,3,5,2,1631,6909.0,2013,1,1,2021,348000
2679,26,44,1,1,2,739,6257.154658221167,1996,0,0,2021,247000
2680,11,70,2,5,2,1507,4520.0,2005,1,0,2023,608000
2681,11,16,1,3,1,842,6257.154658221167,2019,1,0,2023,462000
2682,3,7,5,6,4,2001,4009.0,1958,1,1,2024,796000
2684,28,10,1,2,1,874,6257.154658221167,1973,1,0,2025,318000
2686,9,19,4,4,3,1206,1728.0,1958,1,0,2024,468000
2687,12,31,3,3,1,1488,9047.0,2015,1,1,2021,541000
2688,16,71,4,3,1,1070,2052.0,2009,1,0,2021,316000
2690,14,54,4,3,2,1156,3375.0,2012,0,1,2023,320000
2691,15,45,1,1,2,636,6257.154658221167,1928,1,0,2024,326000
2693,15,36,2,3,2,1671,5313.0,1998,0,1,2024,737000
2694,12,31,3,4,2,1738,4286.0,2010,1,1,2024,645000
2695,12,31,0,3,1,1109,5331.0,2008,1,1,2023,522000
2697,15,21,3,2,2,1163,4156.0,1994,1,0,2021,360000
2698,15,40,0,3,2,1090,5531.0,1922,1,1,2021,375000
2701,17,63,1,3,2,688,6257.154658221167,1995,1,0,2021,283000
2702,17,63,3,4,3,1528,6649.0,2023,1,1,2024,502000
2703,10,11,2,4,3,1677,4873.0,2003,0,1,2024,422000
2704,5,9,4,3,2,1246,2789.0,1963,1,1,2025,477000
2705,17,65,3,6,3,1837,6184.0,2022,1,1,2025,552000
2706,15,50,3,3,4,1218,6948.0,1966,1,0,2024,513000
2707,11,52,1,2,2,735,6257.154658221167,1967,0,0,2024,462000
2708,17,53,3,5,4,2017,9546.0,1962,1,1,2024,583000
2709,11,15,1,2,2,623,6257.154658221167,1956,0,0,2023,352000
2710,3,7,4,3,1,825,3514.0,1978,1,1,2025,374000
2711,11,41,3,4,3,1172,4551.0,1963,1,1,2025,454000
2712,18,42,3,4,2,1388,8964.0,1976,1,0,2022,608000
2713,26,11,3,3,2,1901,7272.0,2021,1,1,2024,544000
2714,10,11,3,3,2,1247,8991.0,1986,0,1,2023,480000
2715,18,30,1,2,1,939,6257.154658221167,2000,1,0,2022,486000
2716,12,20,1,2,2,645,6257.154658221167,2006,1,0,2023,443000
2717,26,18,3,3,3,1979,4764.0,1970,1,1,2024,528000
2718,10,11,4,2,1,853,2424.0,2007,0,1,2024,288000
2719,18,30,3,4,3,1645,9362.0,1979,1,1,2023,733000
2725,5,9,1,1,2,812,6257.154658221167,2013,1,0,2023,381000
2727,26,33,1,2,2,677,6257.154658221167,1980,0,0,2022,222000
2728,15,36,3,4,3,890,5869.0,1990,1,1,2024,446000
2729,24,11,3,4,2,1891,7156.0,1983,1,1,2023,476000
2731,15,66,3,3,3,1252,6689.0,1918,1,1,2024,569000
2732,13,51,1,2,1,761,6257.154658221167,2018,1,0,2023,267000
2734,9,2,3,4,4,1671,7703.0,2016,1,1,2025,728000
2735,4,56,1,2,2,541,6257.154658221167,1992,0,0,2025,373000
2736,24,5,1,2,1,764,6257.154658221167,2019,1,0,2023,241000
2739,26,18,3,4,3,1749,9087.0,1970,1,1,2025,590000
2740,27,28,3,6,2,1518,7014.0,2021,1,1,2022,595000
2743,11,41,3,3,3,1199,9314.0,2008,1,0,2025,596000
2744,18,30,3,5,1,1058,5205.0,2007,1,1,2021,462000
2745,15,69,3,5,3,1723,9030.0,2010,0,1,2025,597000
2746,26,33,1,1,2,793,6257.154658221167,1976,0,0,2023,302000
2747,19,43,1,2,1,787,6257.154658221167,1960,0,0,2025,218000
2748,15,39,1,2,2,839,6257.154658221167,1917,1,0,2022,340000
2749,15,45,1,2,1,716,6257.154658221167,1916,0,0,2023,342000
2750,15,40,2,5,3,1321,6364.0,1967,0,0,2022,570000
2751,9,2,4,3,2,1269,2522.0,1985,1,1,2024,471000
2753,17,53,3,3,2,1620,5998.0,2000,0,1,2024,427000
2754,12,67,1,2,2,792,6257.154658221167,2003,0,0,2024,503000
2755,11,52,4,3,1,1316,3157.0,1999,0,1,2025,459000
2756,11,52,3,4,2,1266,6241.0,1964,1,1,2023,521000
2757,17,32,4,3,2,779,2660.0,1998,1,1,2023,255000
2758,15,45,2,5,4,2019,3719.0,1968,1,1,2022,659000
2760,7,71,3,4,3,1681,7262.0,2014,0,1,2024,692000
2761,11,52,1,2,2,746,6257.154658221167,1956,0,0,2022,358000
2762,11,52,3,4,3,2139,7091.0,1957,1,1,2024,844000
2763,10,11,3,4,2,1727,2862.0,1995,0,1,2022,392000
2764,23,23,3,3,3,1510,5351.0,1981,1,1,2023,437000
2766,12,67,3,5,3,1572,3096.0,1984,1,0,2024,761000
2767,24,11,1,2,2,887,6257.154658221167,2008,1,0,2025,350000
2768,9,8,3,2,3,1537,7241.0,2020,1,1,2021,512000
2769,22,11,3,4,3,1488,3609.0,2002,1,1,2023,639000
2770,26,11,3,4,3,1687,6063.0,1967,0,0,2021,360000
2771,23,11,3,5,1,1464,3187.0,1967,1,1,2023,368000
2772,7,71,3,5,3,2041,5411.0,2000,1,1,2024,811000
2773,2,6,3,3,1,1015,7828.0,1973,0,1,2024,371000
2774,17,34,1,3,2,781,6257.154658221167,1924,0,0,2024,234000
2775,2,6,4,4,2,1070,1826.0,1989,1,1,2025,348000
2777,15,27,1,2,1,564,6257.154658221167,1980,1,0,2023,303000
2778,12,67,2,6,4,1940,6114.0,1967,1,1,2022,723000
2780,27,61,3,3,2,1452,6776.0,1969,1,1,2024,565000
2781,26,18,3,4,2,1256,6706.0,1960,1,1,2024,382000
2782,9,19,3,3,3,1239,6820.0,1986,1,1,2024,556000
2786,10,11,1,2,1,543,6257.154658221167,2011,1,0,2025,362000
2787,12,20,3,3,2,1712,5064.0,1957,0,1,2025,842000
2789,2,6,3,3,3,1888,4332.0,2005,1,0,2023,553000
2790,15,39,2,5,3,1439,3303.0,1930,1,1,2024,699000
2791,15,68,4,2,2,927,2841.0,1978,0,0,2024,394000
2792,11,52,1,2,1,805,6257.154658221167,2022,0,0,2025,515000
2793,6,11,3,3,3,1419,6558.0,2019,0,1,2021,399000
2794,26,11,0,3,2,1100,5773.0,1979,1,1,2025,444000
2795,15,27,1,2,2,814,6257.154658221167,2020,0,0,2023,421000
2796,15,36,3,3,3,1845,7637.0,1983,1,1,2025,695000
2797,6,11,3,4,2,1637,5436.0,2005,1,1,2025,471000
2798,27,28,0,3,2,1169,5955.0,2018,0,1,2023,588000
2799,18,30,1,1,1,696,6257.154658221167,2000,0,0,2025,445000
2800,26,11,0,3,1,1034,4969.0,1966,1,1,2023,382000
2801,9,19,5,6,4,1961,3723.0,1955,1,1,2021,503000
2802,19,43,4,4,2,1108,2859.0,1997,1,1,2022,168000
2803,13,35,2,6,3,1788,4455.0,1998,1,1,2024,404000
2805,15,50,1,2,2,847,6257.154658221167,1981,0,0,2023,374000
2806,16,71,4,3,2,841,3160.0,2019,1,1,2025,465000
2807,21,25,3,5,3,1062,4398.0,1957,1,1,2022,223000
2808,15,40,2,5,3,1831,3670.0,1981,1,0,2025,843000
2809,14,47,3,3,2,1198,5696.0,1975,1,0,2024,387000
2810,27,61,0,3,2,1196,5146.0,2021,1,1,2024,706000
2811,27,61,3,2,2,1354,6277.0,1999,1,1,2023,559000
2813,11,52,1,2,2,743,6257.154658221167,2013,1,0,2023,461000
2814,11,17,3,5,2,1448,6103.0,1996,0,1,2024,604000
2816,5,9,3,4,3,1119,4467.0,1962,1,1,2025,486000
2818,17,59,2,5,3,2078,3334.0,1964,1,1,2023,495000
2819,23,11,2,5,2,1646,4670.0,1979,1,1,2023,360000
2820,21,25,1,2,1,709,6257.154658221167,1999,0,0,2024,229000
2821,12,31,3,4,3,1226,6642.0,1957,1,1,2025,603000
2822,28,62,0,3,2,1016,6503.0,2005,1,1,2024,339000
2823,4,56,4,3,3,1144,4306.0,2017,0,1,2022,388000
2824,10,11,1,2,2,885,6257.154658221167,1958,1,0,2025,507000
2825,26,11,3,3,3,1269,6298.0,2008,1,0,2025,414000
2826,27,26,3,6,3,1278,4606.0,1986,1,1,2024,585000
2827,18,30,4,3,2,1269,2437.0,2023,1,1,2024,510000
2828,23,11,3,4,3,1524,5104.0,1989,1,1,2024,474000
2829,15,27,2,5,3,1193,3956.0,1958,1,1,2024,523000
2830,3,7,3,5,4,1529,5801.0,2008,0,1,2023,600000
2833,6,11,3,4,3,1865,8204.0,2021,1,1,2022,382000
2834,19,43,3,4,2,1670,6817.0,1963,1,0,2025,296000
2835,1,3,1,1,2,727,6257.154658221167,1993,1,0,2025,159000
2836,11,16,5,7,4,1792,4748.0,2009,1,1,2022,773000
2837,15,29,0,2,1,1214,7520.0,1974,1,1,2025,728000
2838,14,47,2,6,3,1587,6415.0,2002,1,1,2024,583000
2839,18,42,2,5,3,1802,4801.0,2016,1,1,2023,623000
2841,17,12,3,4,3,1194,7438.0,1985,1,1,2022,315000
2843,7,71,3,5,2,1517,5477.0,1966,1,1,2022,571000
2844,6,11,3,5,3,1027,5462.0,2021,1,1,2024,341000
2846,17,4,3,3,3,954,7516.0,1995,1,1,2023,368000
2847,9,22,1,2,2,946,6257.154658221167,1957,1,0,2022,496000
2849,20,46,3,5,2,1297,6387.0,2011,1,1,2021,368000
2850,8,48,3,5,1,957,4609.0,1995,1,1,2022,263000
2852,18,30,1,1,1,741,6257.154658221167,2007,0,0,2025,469000
2853,13,13,4,3,2,1038,3621.0,1986,1,0,2024,312000
2854,12,67,4,3,2,1167,3055.0,1989,1,1,2025,485000
2858,27,26,0,3,2,1060,3902.0,1986,0,0,2021,531000
2859,15,45,1,2,1,570,6257.154658221167,1949,1,0,2024,351000
2860,27,26,2,4,3,1698,5680.0,2007,1,1,2024,584000
2861,11,41,1,1,1,676,6257.154658221167,1992,0,0,2025,538000
2862,8,48,2,4,3,1551,4913.0,1969,1,1,2024,328000
2863,12,67,3,4,4,1636,4411.0,1966,1,1,2022,598000
2864,4,57,2,4,3,1799,6446.0,1985,1,1,2024,618000
2865,13,51,1,2,2,622,6257.154658221167,1956,0,0,2023,264000
2866,5,9,3,3,2,1537,4019.0,1990,0,1,2021,392000
2867,15,0,1,2,2,686,6257.154658221167,1914,0,0,2022,267000
2869,6,11,1,2,2,839,6257.154658221167,1956,1,0,2024,355000
2870,11,16,1,2,2,787,6257.154658221167,2004,0,0,2023,372000
2871,11,70,1,2,1,965,6257.154658221167,1996,0,0,2022,413000
2872,6,11,2,6,4,1387,4924.0,1956,1,1,2022,300000
2873,2,6,1,3,2,857,6257.154658221167,1963,1,0,2023,313000
2874,11,52,3,3,2,1330,4312.0,1958,1,1,2024,532000
2875,5,9,3,4,2,1776,6447.0,2009,1,1,2023,632000
2876,23,23,3,6,3,1371,6767.0,2010,1,1,2025,388000
2877,15,40,0,4,2,1035,4590.0,1977,1,1,2023,466000
2878,12,20,3,5,3,1834,5836.0,2012,1,1,2024,726000
2879,12,20,4,3,2,1181,3944.0,1985,1,0,2025,534000
2880,28,62,2,6,3,1900,6292.0,1970,0,1,2023,354000
2882,4,57,3,3,2,2083,7942.0,2018,1,0,2021,792000
2883,11,17,1,2,2,660,6257.154658221167,1973,1,0,2021,361000
2884,17,12,3,4,2,2063,8443.0,1978,1,1,2024,568000
2885,26,18,2,6,3,1736,2874.0,1970,1,1,2021,384000
2888,17,59,3,3,3,1432,3945.0,1970,1,1,2025,515000
2890,9,22,1,3,1,525,6257.154658221167,1958,0,0,2025,334000
2891,12,31,3,5,2,1799,5746.0,1989,1,1,2023,794000
2892,13,51,1,1,1,688,6257.154658221167,1984,0,0,2022,225000
2893,15,0,2,5,3,1867,6256.0,2010,1,1,2023,763000
2894,24,11,0,4,2,1157,6349.0,2017,1,1,2021,369000
2895,14,54,0,4,1,1157,3888.0,1958,1,1,2023,385000
2897,26,11,3,4,4,1374,6719.0,2001,1,1,2024,490000
2898,22,11,2,5,3,1663,4821.0,1994,1,0,2025,781000
2899,15,36,1,2,2,786,6257.154658221167,2018,1,0,2023,421000
2900,18,30,3,5,3,1644,5659.0,1985,1,1,2023,629000
2901,4,56,3,3,4,1548,5313.0,1962,1,0,2024,561000
2902,1,3,1,2,1,638,6257.154658221167,1962,1,0,2022,114000
2903,17,4,3,6,2,1000,7146.0,1987,1,1,2022,267000
2904,27,61,1,3,2,955,6257.154658221167,2021,1,0,2025,602000
2905,4,55,2,4,3,1620,4101.0,1980,1,0,2023,482000
2906,17,59,1,2,2,694,6257.154658221167,1941,0,0,2025,336000
2907,15,37,1,1,2,826,6257.154658221167,2003,1,0,2023,411000
2908,26,33,4,3,1,788,2136.0,1987,1,0,2025,335000
2909,17,53,1,2,2,753,6257.154658221167,1998,0,0,2025,333000
2910,18,30,0,2,1,1057,4649.0,1965,0,1,2023,581000
2911,17,59,3,5,3,1622,5186.0,1982,1,1,2021,369000
2912,27,26,1,3,1,698,6257.154658221167,1979,0,0,2024,511000
2913,15,40,0,4,2,1063,6112.0,1912,0,1,2023,465000
2915,15,38,3,4,2,1325,8621.0,1952,1,1,2024,488000
2916,15,40,3,4,2,1398,3622.0,2004,1,0,2023,387000
2917,18,30,3,4,3,868,4895.0,1996,0,1,2022,431000
2918,26,11,1,1,2,786,6257.154658221167,1966,1,0,2025,328000
2919,11,15,1,2,1,785,6257.154658221167,1992,1,0,2025,411000
2920,2,6,1,2,2,688,6257.154658221167,1965,0,0,2025,319000
2921,20,46,1,2,2,504,6257.154658221167,1960,0,0,2023,250000
2922,26,44,3,5,3,1961,8005.0,1967,1,1,2025,631000
2923,9,19,3,5,2,1276,8558.0,1976,1,1,2024,663000
2924,17,53,1,3,1,852,6257.154658221167,2008,1,0,2023,312000
2925,16,71,3,3,2,1740,8468.0,2001,1,0,2022,615000
2926,16,71,1,2,2,663,6257.154658221167,1976,0,0,2025,489000
2928,24,5,1,3,2,851,6257.154658221167,1975,1,0,2025,324000
2929,4,56,1,1,2,622,6257.154658221167,2007,0,0,2021,328000
2930,11,52,1,2,2,803,6257.154658221167,1983,0,0,2021,349000
2931,15,40,3,4,2,973,6459.0,2015,0,1,2025,476000
2932,4,55,3,3,2,1382,6086.0,1960,1,1,2022,525000
2934,5,9,2,4,4,1578,4389.0,1996,1,1,2022,502000
2935,15,38,4,3,2,1281,2560.0,1978,1,1,2024,410000
2936,26,11,1,3,2,709,6257.154658221167,2007,1,0,2022,313000
2938,9,22,3,6,1,1836,4587.0,1957,1,1,2025,806000
2939,10,11,4,3,2,1143,3528.0,1972,1,1,2022,338000
2940,5,9,1,2,2,730,6257.154658221167,2001,1,0,2023,408000
2941,27,61,3,4,3,1250,6196.0,1987,1,0,2022,555000
2942,26,44,3,2,4,1531,9347.0,1969,1,1,2025,583000
2944,15,0,1,2,2,662,6257.154658221167,2014,1,0,2025,357000
2945,3,7,3,5,4,1488,5333.0,2009,0,1,2023,588000
2946,12,20,1,2,2,706,6257.154658221167,1955,0,0,2025,543000
2947,27,28,1,2,2,751,6257.154658221167,1986,0,0,2025,520000
2948,3,7,3,3,4,1518,7062.0,1997,1,0,2025,785000
2949,15,68,1,2,2,871,6257.154658221167,2015,0,0,2022,370000
2952,15,36,3,4,2,1467,9020.0,1965,0,0,2023,529000
2953,17,12,4,3,3,1197,2804.0,1927,1,1,2025,368000
2954,3,7,4,3,2,1200,2911.0,1996,1,0,2024,441000
2955,17,65,4,2,3,1265,2517.0,1985,1,1,2025,406000
2956,17,65,3,4,4,1652,5356.0,2020,1,1,2025,525000
2957,25,58,1,3,2,642,6257.154658221167,1967,1,0,2023,130000
2960,24,11,1,1,2,595,6257.154658221167,1996,0,0,2024,273000
2961,11,41,3,4,2,1905,7268.0,1962,1,1,2025,629000
2962,4,57,2,5,2,1686,5258.0,2013,0,1,2022,533000
2963,4,56,1,2,1,878,6257.154658221167,1956,1,0,2025,600000
2964,28,10,1,2,2,854,6257.154658221167,1995,0,0,2022,271000
2965,3,7,3,3,3,1581,4928.0,1994,1,1,2024,588000
2966,15,0,3,5,2,1244,7211.0,1931,1,1,2025,658000
2967,17,4,3,4,3,1718,9235.0,2013,1,0,2023,405000
2968,2,6,3,3,2,1574,8762.0,1956,1,0,2022,457000
2969,26,18,3,4,3,1661,5501.0,1980,1,0,2023,383000
2970,15,21,1,2,2,869,6257.154658221167,2009,1,0,2025,503000
2972,28,10,1,2,2,784,6257.154658221167,1986,0,0,2024,314000
2973,15,45,3,2,4,1159,9134.0,1949,0,1,2022,497000
2975,15,69,3,3,4,1182,5031.0,2012,1,1,2025,579000
2976,3,7,2,5,3,1984,5582.0,1993,1,1,2023,593000
2978,28,62,4,3,1,1069,3345.0,1977,1,1,2024,267000
2979,15,0,1,3,1,669,6257.154658221167,1935,0,0,2025,354000
2980,17,32,3,4,2,1371,7082.0,1943,1,1,2023,436000
2981,10,11,5,6,4,2601,3988.0,1972,1,1,2024,874000
2983,11,70,3,4,2,1352,7078.0,2002,1,1,2025,610000
2984,9,8,3,2,3,1533,6727.0,1993,1,1,2021,443000
2985,15,38,1,2,1,754,6257.154658221167,1950,1,0,2024,331000
2986,11,15,4,3,2,1128,2326.0,1991,1,1,2021,332000
2987,12,20,4,4,2,1230,2626.0,1974,1,1,2022,413000
2988,16,71,4,3,2,983,2569.0,1995,1,1,2024,398000
2990,15,50,1,2,2,1026,6257.154658221167,1994,1,0,2024,452000
2992,17,59,1,2,1,826,6257.154658221167,1954,1,0,2024,338000
2993,17,12,3,4,3,1658,7426.0,1926,1,1,2025,418000
2995,12,31,0,3,1,1209,7620.0,1971,1,1,2024,586000
2996,15,66,3,4,2,1668,6187.0,1991,0,1,2025,672000
2997,3,7,2,5,3,1563,6645.0,1991,1,1,2023,544000
2998,23,23,3,4,1,1308,8392.0,1998,1,1,2022,314000
2999,18,42,1,2,2,747,6257.154658221167,1991,1,0,2024,557000
3001,11,52,1,2,1,738,6257.154658221167,1975,1,0,2023,409000
3002,26,33,1,2,2,757,6257.154658221167,1964,0,0,2025,280000
3003,17,4,2,6,3,1914,5299.0,1974,1,1,2023,456000
3004,9,8,1,2,2,778,6257.154658221167,1957,1,0,2022,395000
3005,9,22,1,2,1,783,6257.154658221167,2002,1,0,2024,411000
3006,11,70,3,4,2,1540,9461.0,1998,1,1,2022,556000
3007,9,22,4,4,2,1266,3998.0,2022,1,1,2024,452000
3009,17,63,3,5,2,1880,7999.0,1957,1,1,2023,412000
3010,21,25,0,3,1,1290,4605.0,2023,1,1,2024,371000
3012,16,71,3,4,2,1666,8265.0,2008,1,1,2021,569000
3015,11,41,3,3,4,1671,4641.0,1997,0,1,2023,626000
3016,4,55,4,2,1,1292,3650.0,2014,1,1,2023,420000
3017,4,60,3,4,3,916,5973.0,1995,1,1,2024,525000
3018,19,43,3,4,3,1709,6268.0,1959,0,1,2025,281000
3019,23,11,3,4,3,1017,7838.0,1995,1,1,2025,409000
3020,17,63,1,3,1,676,6257.154658221167,1996,1,0,2025,450000
